https://www.caranddriver.com/afeela/ev-sedan,404,,Future
https://www.caranddriver.com/alfa-romeo/8c,404,,No Specs Page
https://www.caranddriver.com/alfa-romeo/33-stradale,404,,Future
https://www.caranddriver.com/alfa-romeo/gtv,404,,Future
https://www.caranddriver.com/aston-martin/one-77,404,,No Specs Page
https://www.caranddriver.com/aston-martin/valhalla,404,,Future
https://www.caranddriver.com/aston-martin/valkyrie,404,,Future
https://www.caranddriver.com/audi/a6-e-tron,404,,Future
https://www.caranddriver.com/audi/q6-e-tron,404,,Future
https://www.caranddriver.com/bentley/continental-gt-speed,404,,No Specs Page
https://www.caranddriver.com/bmw/6-series-gran-coupe,404,,No Specs Page
https://www.caranddriver.com/bmw/i8-m,404,,Future
https://www.caranddriver.com/bmw/m5,302,https://www.caranddriver.com/bmw/m5-2023,Temp Fix
https://www.caranddriver.com/bollinger/b1,404,,No Specs Page
https://www.caranddriver.com/bollinger/b2,404,,No Specs Page
https://www.caranddriver.com/bugatti/chiron,404,,No Specs Page
https://www.caranddriver.com/bugatti/divo,404,,No Specs Page
https://www.caranddriver.com/bugatti/veyron,404,,No Specs Page
https://www.caranddriver.com/buick/electra-e5,404,,Future
https://www.caranddriver.com/byton/m-byte,404,,No Specs Page
https://www.caranddriver.com/cadillac/celestiq,404,,Future
https://www.caranddriver.com/cadillac/escalade-escalade-esv,302,https://www.caranddriver.com/cadillac/escalade-escalade-esv-2023,Temp Fix
https://www.caranddriver.com/cadillac/escalade-iq,404,,Future
https://www.caranddriver.com/chevrolet/camaro-suv,404,,Future
https://www.caranddriver.com/chevrolet/corvette-ev,404,,Future
https://www.caranddriver.com/chevrolet/corvette-suv,404,,Future
https://www.caranddriver.com/chevrolet/equinox-ev,404,,Future
https://www.caranddriver.com/chevrolet/silverado-ev,404,,Future
https://www.caranddriver.com/chrysler/airflow,404,,Future
https://www.caranddriver.com/dodge/charger-srt,404,https://www.caranddriver.com/dodge/charger-srt-hellcat,Fix
https://www.caranddriver.com/dodge/durango-srt-392,404,https://www.caranddriver.com/dodge/durango-srt-2023,Fix
https://www.caranddriver.com/ferrari/296gtb,404,https://www.caranddriver.com/ferrari/296-gtb-2023,Fix
https://www.caranddriver.com/ferrari/488-pista,404,https://www.caranddriver.com/ferrari/488,Fix
https://www.caranddriver.com/ferrari/daytona-sp3,404,,No Specs Page
https://www.caranddriver.com/ferrari/purosangue,404,,Future
https://www.caranddriver.com/fiat/500-500c-abarth,404,,No Specs Page
https://www.caranddriver.com/fisker/alaska,404,,Future
https://www.caranddriver.com/fisker/pear,404,,Future
https://www.caranddriver.com/fisker/ronin,404,,Future
https://www.caranddriver.com/ford/focus-active,404,,No Specs Page
https://www.caranddriver.com/ford/fusion-active,404,,Future
https://www.caranddriver.com/ford/gt,404,,No Specs Page
https://www.caranddriver.com/ford/mustang-gtd,404,,Future
https://www.caranddriver.com/ford/mustang-raptor-raptor-r,404,,Future
https://www.caranddriver.com/ford/puma,404,,No Specs Page
https://www.caranddriver.com/genesis/gt90,404,,Future
https://www.caranddriver.com/genesis/gv80-coupe,404,,Future
https://www.caranddriver.com/genesis/gv90,404,,Future
https://www.caranddriver.com/gmc/hummer-ev-sut,404,https://www.caranddriver.com/gmc/hummer-ev,Fix
https://www.caranddriver.com/gmc/sierra-2500hd-3500-hd,404,https://www.caranddriver.com/gmc/sierra-2500hd-3500hd,Fix
https://www.caranddriver.com/gmc/sierra-ev,404,,Future
https://www.caranddriver.com/honda/fcx-clarity,404,,No Specs Page
